,collector_name,collector_address,collector_number,collector_nik,time_to_collect,avg_bill_methods,debtor_volume_handled,bill_amount_collected,total_actual,total_cost,success_rate,collector_zip,collector_rt,collector_rw,collector_birth_place,collector_age,collector_marital_status,collector_gender
892,Kelly Schroeder,"Gg. Astana Anyar No. 464
Pekalongan, MA 30197",+62-406-865-1716,6502947364183911,16,datang ke tempat,47,994000000,1622500000,1943895,61.0,30197,11,14,"Jawa Barat, 21-10-1964",59,Cerai mati,laki-laki
893,Jessica Potts,"Gg. Antapani Lama No. 97
Gorontalo, Kalimantan Timur 06955",+62 (070) 960 6202,6709723002720900,22,datang ke tempat,55,602000000,1734500000,3095943,35.0,6955,19,4,"Kepulauan Bangka Belitung, 14-12-1981",42,Cerai mati,perempuan
894,Teresa Allen,"Gg. Sentot Alibasa No. 9
Pasuruan, BB 67950",+62 (73) 016-4950,4623158458748359,28,datang ke tempat,56,190000000,349000000,3093896,54.0,67950,17,8,"Sulawesi Barat, 21-11-1961",62,Belum menikah,perempuan
895,Mark Esparza,"Gang Raya Setiabudhi No. 274
Bandar Lampung, Banten 59150",+62-039-461-5289,1153744897458809,20,datang ke tempat,49,512000000,510500000,2299016,100.0,59150,8,18,"Jambi, 16-09-1970",53,Cerai mati,laki-laki
896,Linda Harris,"Gang Gedebage Selatan No. 609
Palu, Kepulauan Riau 93728",+62-323-780-3213,9370836692115875,20,datang ke tempat,46,472000000,807500000,2090774,57.99999999999999,93728,4,14,"Aceh, 01-12-1993",30,Belum menikah,perempuan
897,Rebecca Edwards,"Gang Sukajadi No. 0
Ternate, Sulawesi Barat 86310",+62 (114) 783 2949,4765730896039363,20,datang ke tempat,48,806000000,1252500000,2821935,64.0,86310,16,2,"Kalimantan Selatan, 03-11-1962",61,Belum menikah,perempuan
898,Spencer Waters,"Gg. Dr. Djunjunan No. 247
Sungai Penuh, SB 49586",+62 (40) 901-5829,1442721554633323,18,datang ke tempat,51,938000000,1411500000,2569113,66.0,49586,9,13,"Sumatera Barat, 09-12-1973",50,Cerai hidup,perempuan
899,Kelly Sanford,"Gang Moch. Toha No. 958
Mataram, SG 32543",+62-65-356-1662,5219075180733912,27,datang ke tempat,51,282000000,517500000,2858289,54.0,32543,16,11,"Maluku Utara, 05-06-1972",51,Cerai mati,perempuan
900,Dakota Swanson,"Jalan Dr. Djunjunan No. 874
Kota Administrasi Jakarta Timur, BT 14057",+62-0983-096-1859,8141806315630536,17,datang ke tempat,56,208000000,1889500000,2392534,11.0,14057,9,10,"Sulawesi Barat, 03-01-1999",24,Belum menikah,laki-laki
901,Karen Turner,"Jalan Suryakencana No. 811
Magelang, Kepulauan Bangka Belitung 26126",+62 (45) 169-5202,9615512157534326,27,datang ke tempat,57,1428000000,1600500000,3170994,89.0,26126,2,7,"Kalimantan Utara, 01-09-1996",27,Menikah,laki-laki
902,Chad Ramirez,"Jalan Ciumbuleuit No. 01
Serang, KT 09692",+62 (031) 554 7552,6704987092250487,19,datang ke tempat,45,488000000,517500000,1899361,94.0,9692,15,8,"Sumatera Selatan, 15-02-1988",35,Belum menikah,laki-laki
903,Jesus Moran,"Gang KH Amin Jasuta No. 898
Medan, AC 06862",+62 (0120) 097 0679,2044932481082596,21,datang ke tempat,56,1568000000,1916500000,2827117,82.0,6862,17,18,"Bengkulu, 02-10-1964",59,Cerai hidup,perempuan
904,Nicholas Murray,"Gang Surapati No. 066
Kota Administrasi Jakarta Barat, BE 63775",+62-022-935-0546,2223595065214627,22,datang ke tempat,45,1242000000,1453500000,2057659,85.0,63775,5,8,"DKI Jakarta, 21-03-1984",39,Cerai hidup,perempuan
905,Jose Walker,"Gang Moch. Toha No. 263
Surabaya, Sulawesi Selatan 83839",+62 (0928) 361 9645,7195082104459686,17,datang ke tempat,44,662000000,784000000,2686613,84.0,83839,8,2,"Kalimantan Barat, 28-07-1978",45,Cerai mati,perempuan
906,Marisa Garner,"Jl. Stasiun Wonokromo No. 130
Pekanbaru, JB 99700",+62-571-544-4292,9030316479554313,25,datang ke tempat,40,336000000,795500000,2119590,42.0,99700,10,8,"Jawa Tengah, 12-05-1985",38,Cerai hidup,laki-laki
907,Christopher Williams,"Jl. Rumah Sakit No. 61
Tangerang Selatan, Sulawesi Selatan 99100",+62-063-700-0237,9658843622144267,25,datang ke tempat,45,366000000,607500000,1866326,60.0,99100,6,2,"Maluku, 15-01-1964",59,Belum menikah,perempuan
908,Elizabeth Lopez,"Jalan Sukajadi No. 4
Lubuklinggau, Aceh 94135",+62-0604-230-4624,9415216677466029,20,datang ke tempat,43,340000000,539000000,2109070,63.0,94135,3,3,"Jawa Barat, 17-10-1993",30,Cerai mati,laki-laki
909,Rachel Gill,"Jalan Moch. Ramdan No. 9
Tebingtinggi, BT 51922",+62-919-678-0703,4752961379709547,22,datang ke tempat,47,204000000,1145500000,2152172,18.0,51922,19,9,"Kalimantan Selatan, 01-09-1963",60,Cerai hidup,laki-laki
910,Tiffany Gonzalez,"Jalan Sentot Alibasa No. 29
Kota Administrasi Jakarta Utara, JA 05090",+62 (39) 713 6074,8790370912640254,30,datang ke tempat,54,460000000,1416000000,3042999,32.0,5090,9,4,"Kalimantan Utara, 05-10-1975",48,Cerai mati,laki-laki
911,Courtney Torres DVM,"Jalan Medokan Ayu No. 96
Tebingtinggi, Lampung 70702",+62-0918-265-7298,2263372914689120,25,datang ke tempat,58,634000000,1767500000,3231292,36.0,70702,6,12,"Lampung, 26-07-1992",31,Cerai hidup,perempuan
912,Benjamin Romero,"Jl. Pasirkoja No. 5
Ternate, Gorontalo 90158",+62 (427) 205-4496,8649345709338449,27,datang ke tempat,46,232000000,789500000,2399267,29.0,90158,15,2,"Maluku Utara, 16-05-1987",36,Belum menikah,laki-laki
913,Brian Liu,"Gang Peta No. 4
Kotamobagu, GO 41039",+62-269-754-8726,2127950503550953,23,datang ke tempat,43,168000000,236000000,2406574,71.0,41039,4,17,"Kalimantan Barat, 23-04-1964",59,Cerai hidup,laki-laki
914,Michael Moore,"Jalan R.E Martadinata No. 0
Tarakan, PB 61789",+62 (02) 032-9855,3772293183165573,20,datang ke tempat,42,382000000,1359000000,1727002,28.000000000000004,61789,16,19,"Sulawesi Tenggara, 23-06-1973",50,Menikah,perempuan
915,Steven Baker,"Jl. Laswi No. 33
Banjar, AC 61974",+62-0682-184-8170,1217252458166929,19,datang ke tempat,43,780000000,980000000,1845045,80.0,61974,20,3,"Sumatera Barat, 03-10-1977",46,Cerai hidup,perempuan
916,Dustin Cruz,"Gg. Rawamangun No. 482
Magelang, AC 61841",+62 (832) 058-9071,7958516973008885,23,datang ke tempat,43,228000000,498500000,2110660,46.0,61841,17,7,"DI Yogyakarta, 22-03-1968",55,Menikah,laki-laki
917,Nicole Franklin,"Jalan Tebet Barat Dalam No. 87
Samarinda, Aceh 04320",+62 (712) 239-7441,3665277248342980,21,datang ke tempat,55,998000000,1899500000,2806134,53.0,4320,14,10,"Papua, 30-08-1962",61,Cerai mati,laki-laki
918,Craig Garrett,"Jl. Cihampelas No. 18
Tegal, PB 27363",+62-0596-176-2908,9191725007380102,19,datang ke tempat,58,330000000,369500000,3252224,89.0,27363,15,7,"Kalimantan Barat, 26-04-1987",36,Cerai mati,laki-laki
919,Daniel Brown,"Jl. Kendalsari No. 48
Kotamobagu, Nusa Tenggara Barat 44233",+62 (28) 008-1558,9054866148139667,18,datang ke tempat,57,1170000000,1914000000,3145242,61.0,44233,2,5,"Sumatera Utara, 25-02-1967",56,Belum menikah,perempuan
920,Daniel Nelson,"Jalan Cikutra Timur No. 835
Ternate, Papua 06630",+62 (69) 741 6071,7578716980027290,28,datang ke tempat,40,860000000,1238000000,1724596,69.0,6630,9,12,"Papua Barat, 14-07-1976",47,Belum menikah,laki-laki
921,Kevin Holmes,"Jalan Jamika No. 5
Kota Administrasi Jakarta Barat, Kalimantan Utara 47593",+62 (803) 925-6577,5380353538680000,25,datang ke tempat,58,440000000,590000000,2851233,75.0,47593,5,16,"Jambi, 05-08-1966",57,Cerai mati,laki-laki
922,Erika Smith,"Gg. Lembong No. 332
Pontianak, JI 95880",+62 (017) 872-4303,9538420987952640,18,datang ke tempat,51,154000000,511500000,2450269,30.0,95880,12,6,"Kepulauan Bangka Belitung, 05-10-1978",45,Belum menikah,laki-laki
923,Megan Lopez,"Jalan Lembong No. 136
Tanjungpinang, Kepulauan Bangka Belitung 77191",+62-32-655-8543,2413894495671365,22,datang ke tempat,56,134000000,1592500000,2569921,8.0,77191,9,16,"Papua, 15-03-1973",50,Menikah,laki-laki
924,Michelle Lewis,"Jalan KH Amin Jasuta No. 36
Metro, Sumatera Utara 61407",+62-02-933-3398,2606724437665552,21,datang ke tempat,41,96000000,113500000,2054312,85.0,61407,7,5,"Sulawesi Tengah, 19-03-1963",60,Menikah,laki-laki
925,Samuel White,"Gg. S. Parman No. 716
Tasikmalaya, Bengkulu 76074",+62-0539-555-8301,4157457901051535,16,datang ke tempat,41,350000000,874000000,2101276,40.0,76074,4,5,"Nusa Tenggara Barat, 30-04-1966",57,Cerai mati,perempuan
926,Jessica Walker,"Gg. Gardujati No. 5
Dumai, Sulawesi Tengah 57811",+62-555-800-8580,3436743426213603,23,datang ke tempat,55,536000000,1013000000,3011095,53.0,57811,20,13,"Bengkulu, 10-07-1978",45,Cerai mati,laki-laki
927,Jacqueline Smith,"Gang Setiabudhi No. 9
Mataram, Sulawesi Tenggara 49853",+62 (028) 601-8270,9515260337949412,21,datang ke tempat,52,906000000,1284500000,2684539,71.0,49853,3,4,"Sulawesi Selatan, 09-01-1967",56,Belum menikah,perempuan
928,Christopher Rivera,"Gg. Erlangga No. 228
Pontianak, SB 71008",+62-0520-357-9822,2610077911395241,23,datang ke tempat,44,554000000,559000000,2419013,99.0,71008,10,10,"Bali, 29-12-1974",49,Menikah,perempuan
929,Brian Lee,"Gang Cikutra Barat No. 299
Tidore Kepulauan, PA 13914",+62-0196-845-6286,3747244974785077,18,datang ke tempat,55,326000000,1190000000,2266741,27.0,13914,3,7,"Maluku Utara, 27-04-1994",29,Belum menikah,perempuan
930,Juan Clarke,"Jl. Dipatiukur No. 400
Lubuklinggau, PA 72357",+62 (77) 485-6159,3552794987110766,18,datang ke tempat,41,86000000,119500000,2374249,72.0,72357,15,8,"Jawa Tengah, 17-08-1979",44,Cerai mati,perempuan
931,Vincent Young,"Jl. BKR No. 3
Banjar, Kepulauan Bangka Belitung 23567",+62-0564-071-1581,1779271692874954,27,datang ke tempat,48,972000000,1084500000,2177591,90.0,23567,7,5,"Sulawesi Tengah, 11-09-1975",48,Menikah,laki-laki
932,David Gonzalez,"Gg. Pacuan Kuda No. 529
Bitung, NB 82904",+62 (0319) 604-9143,8640752313369437,17,datang ke tempat,55,224000000,729500000,3098397,31.0,82904,3,20,"Sulawesi Selatan, 30-03-1977",46,Belum menikah,perempuan
933,Andrew Hall,"Jalan Astana Anyar No. 0
Batu, Jawa Barat 68856",+62 (092) 325 6430,7934382567103867,23,datang ke tempat,48,292000000,936000000,2056320,31.0,68856,18,3,"Lampung, 13-10-1975",48,Belum menikah,laki-laki
934,William Cunningham,"Gg. M.T Haryono No. 38
Binjai, Sumatera Selatan 90644",+62-22-736-9886,4713456832882790,29,datang ke tempat,45,1092000000,1186500000,2682036,92.0,90644,2,7,"Kalimantan Utara, 05-05-1969",54,Cerai hidup,laki-laki
935,Tony Thompson,"Gang Indragiri No. 25
Palembang, Sulawesi Tengah 30275",+62 (082) 524 6926,4759450917447450,21,datang ke tempat,51,560000000,655500000,2600630,85.0,30275,3,13,"Papua, 30-12-1970",53,Cerai mati,laki-laki
936,Kristin Baker,"Gg. Cihampelas No. 4
Tanjungbalai, NB 38779",+62-520-247-3024,7171628226639487,27,datang ke tempat,55,636000000,1647500000,2391537,39.0,38779,17,17,"Kalimantan Selatan, 31-03-1991",32,Belum menikah,perempuan
937,Nicole Baker,"Jalan Stasiun Wonokromo No. 26
Sibolga, PA 68012",+62-0495-618-4848,3892924340462206,16,datang ke tempat,56,428000000,1442500000,2681115,30.0,68012,14,18,"Jawa Barat, 31-10-1972",51,Belum menikah,perempuan
938,Christopher Barron,"Jl. S. Parman No. 237
Palopo, SG 29454",+62-228-254-8548,1522809286893098,29,datang ke tempat,52,740000000,750500000,2261762,99.0,29454,14,8,"Bali, 13-05-1996",27,Cerai hidup,laki-laki
939,Kevin Smith,"Jl. Cihampelas No. 9
Surabaya, Kepulauan Riau 63871",+62 (88) 119 0810,4936961000709781,27,datang ke tempat,43,106000000,1302500000,2231046,8.0,63871,13,16,"Sulawesi Utara, 25-03-1985",38,Belum menikah,laki-laki
940,Dr. Marissa Cohen MD,"Gg. Kutisari Selatan No. 448
Bogor, SU 49684",+62-988-799-5554,3729181562613226,28,datang ke tempat,55,794000000,801500000,2521632,99.0,49684,11,16,"DI Yogyakarta, 29-09-1992",31,Cerai mati,perempuan
941,Kathleen Price,"Gang Erlangga No. 63
Jambi, BB 42219",+62-043-599-3694,9743152394171392,28,datang ke tempat,44,94000000,125500000,2678482,75.0,42219,19,6,"Riau, 27-08-1995",28,Cerai hidup,laki-laki
942,Erica Poole,"Jl. Kendalsari No. 08
Kota Administrasi Jakarta Timur, AC 55459",+62 (058) 354 6334,7704272112758097,20,datang ke tempat,42,1082000000,1164000000,2284024,93.0,55459,20,15,"Lampung, 20-10-1994",29,Belum menikah,perempuan
943,Patrick Adams,"Jl. Kebonjati No. 5
Pagaralam, Sumatera Barat 99797",+62-28-152-9139,3155385530037917,16,datang ke tempat,50,192000000,1039000000,2170766,18.0,99797,2,10,"Kalimantan Barat, 07-09-1970",53,Cerai mati,laki-laki
944,Joseph Brown,"Jl. Pelajar Pejuang No. 3
Bima, Nusa Tenggara Timur 79763",+62 (025) 709-4331,2839636501129016,16,datang ke tempat,40,554000000,947000000,2174211,59.0,79763,8,15,"Maluku Utara, 08-02-1969",54,Menikah,perempuan
945,Monique Cordova,"Jalan KH Amin Jasuta No. 707
Salatiga, Kepulauan Riau 00355",+62-62-516-3525,4039057628594930,29,datang ke tempat,49,190000000,725000000,2965898,26.0,355,2,10,"Bengkulu, 14-03-1979",44,Cerai hidup,perempuan
946,Michael Lewis,"Gang Ciwastra No. 862
Blitar, LA 83781",+62 (049) 467 0765,7694640397380414,20,datang ke tempat,45,114000000,1018500000,2303713,11.0,83781,10,20,"Bengkulu, 20-07-1963",60,Cerai mati,perempuan
947,Michael Alvarez,"Jalan Cempaka No. 01
Batu, Sulawesi Tengah 82952",+62-0920-676-1479,8612199701952301,22,datang ke tempat,55,1026000000,1847000000,2755512,56.00000000000001,82952,11,20,"Papua Barat, 19-03-1964",59,Belum menikah,laki-laki
948,Rebecca Mckinney,"Gang Pelajar Pejuang No. 6
Palangkaraya, Jawa Tengah 91367",+62 (0362) 902-4607,4025487383818332,17,datang ke tempat,46,212000000,1350500000,2169925,16.0,91367,18,4,"Sulawesi Tenggara, 13-08-1987",36,Menikah,perempuan
949,Justin Ortiz,"Gg. Peta No. 514
Banda Aceh, Sumatera Selatan 81213",+62 (0085) 898 0897,9195650294683927,18,datang ke tempat,50,156000000,164500000,2596322,95.0,81213,2,16,"Sulawesi Tengah, 04-05-1995",28,Belum menikah,laki-laki
950,Sean Contreras,"Jalan Surapati No. 6
Pematangsiantar, BT 64485",+62-02-670-0676,9306807103177798,19,datang ke tempat,59,194000000,1576000000,2591111,12.0,64485,4,6,"Sulawesi Tenggara, 22-01-1971",52,Menikah,perempuan
951,Tiffany Moore,"Jalan Rajawali Barat No. 3
Padang Sidempuan, KR 62846",+62 (083) 309 6876,8558009494373481,16,datang ke tempat,50,252000000,1355500000,2980260,19.0,62846,13,20,"Kalimantan Selatan, 24-11-2000",23,Cerai mati,perempuan
952,Steve Olson,"Gang Ahmad Dahlan No. 986
Kupang, GO 16709",+62-058-266-8815,6281126497281224,20,datang ke tempat,58,1002000000,1011500000,2574485,99.0,16709,16,15,"Sulawesi Tenggara, 04-10-1995",28,Cerai hidup,perempuan
953,Amy Chase,"Gang Yos Sudarso No. 2
Sukabumi, KR 87215",+62 (0312) 328-1910,1051545011760487,28,datang ke tempat,53,920000000,1228000000,2892999,75.0,87215,12,2,"Kepulauan Riau, 23-09-1986",37,Menikah,perempuan
954,Steven Gilbert,"Jalan Pacuan Kuda No. 58
Palangkaraya, Kalimantan Selatan 71306",+62 (000) 361 4025,8232369167105059,18,datang ke tempat,40,114000000,399500000,2104483,29.0,71306,8,7,"Kalimantan Tengah, 11-08-1961",62,Cerai mati,laki-laki
955,Christine Lambert,"Gang BKR No. 294
Cilegon, SN 70043",+62 (081) 866-4300,7227333546521638,20,datang ke tempat,40,118000000,119000000,1758571,99.0,70043,4,10,"Maluku, 09-01-1977",46,Cerai mati,perempuan
956,Megan Martin,"Gg. Sadang Serang No. 147
Tanjungbalai, DI Yogyakarta 72472",+62-025-622-0335,3297734836382173,29,datang ke tempat,54,112000000,513000000,2271813,22.0,72472,9,8,"Kepulauan Bangka Belitung, 21-04-1972",51,Belum menikah,laki-laki
957,Karen Flynn,"Gg. Pasteur No. 9
Cirebon, KI 05982",+62 (263) 551 1063,9476226591910512,20,datang ke tempat,41,452000000,611500000,1820164,74.0,5982,19,15,"Papua, 02-06-1973",50,Menikah,perempuan
958,Jermaine Cummings,"Jalan Merdeka No. 045
Pagaralam, JB 14697",+62 (024) 164-5191,4324626348641782,27,datang ke tempat,51,172000000,228000000,2217394,75.0,14697,12,17,"Kepulauan Bangka Belitung, 05-09-1984",39,Cerai hidup,perempuan
959,Haley Wilson,"Gg. Kutai No. 066
Makassar, ST 25051",+62-033-824-4420,9224017734975912,28,datang ke tempat,46,484000000,861500000,1898846,56.00000000000001,25051,9,4,"Sulawesi Barat, 20-11-1972",51,Menikah,laki-laki
960,Bryan Reed,"Gg. M.T Haryono No. 77
Pontianak, Sulawesi Barat 59484",+62-621-810-6365,1217119720823597,17,datang ke tempat,50,570000000,773500000,2020980,74.0,59484,6,14,"Jawa Tengah, 21-11-1974",49,Menikah,laki-laki
961,Danny Smith,"Jalan KH Amin Jasuta No. 9
Bengkulu, Sumatera Selatan 07392",+62 (095) 855-6185,7335444853064775,21,datang ke tempat,52,238000000,243500000,2650360,98.0,7392,13,1,"Sumatera Selatan, 19-04-1971",52,Menikah,perempuan
962,Karen Faulkner,"Jalan W.R. Supratman No. 7
Ternate, NB 09907",+62 (807) 414-2446,8548724837457037,20,datang ke tempat,49,128000000,497000000,2319542,26.0,9907,8,7,"DI Yogyakarta, 13-02-1997",26,Menikah,laki-laki
963,Ashley Estrada,"Jalan Tubagus Ismail No. 224
Pontianak, Papua 90613",+62-0766-476-4202,5088657966915149,26,datang ke tempat,48,270000000,378000000,2504973,71.0,90613,18,15,"DKI Jakarta, 04-11-1985",38,Belum menikah,perempuan
964,Julian Poole,"Jalan S. Parman No. 886
Depok, SG 71066",+62-147-690-7210,6926412499973808,29,datang ke tempat,51,678000000,1147500000,2861793,59.0,71066,20,8,"Jambi, 19-08-1966",57,Belum menikah,perempuan
965,Michael Petersen,"Jl. Sadang Serang No. 90
Cilegon, KI 13215",+62 (650) 118 8101,2368393988773767,25,datang ke tempat,50,396000000,763000000,2245831,52.0,13215,13,9,"DKI Jakarta, 21-01-1973",50,Menikah,laki-laki
966,Danielle Adams,"Gang Otto Iskandardinata No. 06
Serang, ST 99412",+62-099-819-2948,5844316070987056,18,datang ke tempat,57,352000000,510000000,2765636,69.0,99412,18,9,"Kalimantan Timur, 03-12-1975",48,Menikah,perempuan
967,Chelsea Schmidt DVM,"Gang Ronggowarsito No. 8
Surakarta, MA 11971",+62 (98) 678 4292,9828711238695277,26,datang ke tempat,41,572000000,1021000000,2325561,56.00000000000001,11971,5,15,"Bengkulu, 25-01-1980",43,Cerai hidup,laki-laki
968,Eric Vargas,"Jalan W.R. Supratman No. 88
Kota Administrasi Jakarta Selatan, BT 61062",+62-079-861-8246,3709444259315208,17,datang ke tempat,57,584000000,1500000000,2566487,39.0,61062,6,20,"Jawa Barat, 07-01-1983",40,Cerai hidup,perempuan
969,James Johnson,"Gg. KH Amin Jasuta No. 15
Palembang, Maluku 89307",+62 (034) 173 8037,7487348188185785,28,datang ke tempat,47,380000000,571000000,2356798,67.0,89307,13,1,"Sulawesi Selatan, 10-08-1977",46,Menikah,laki-laki
970,Jon Rivers,"Jalan Bangka Raya No. 173
Kota Administrasi Jakarta Pusat, Jawa Timur 95509",+62-0454-104-4428,6387433202936103,20,datang ke tempat,50,226000000,337000000,2425323,67.0,95509,5,11,"DI Yogyakarta, 05-01-1974",49,Cerai hidup,laki-laki
971,Courtney Hale,"Jalan Kebonjati No. 5
Banjarmasin, BE 51968",+62 (510) 759 1388,5825123117996388,26,datang ke tempat,56,190000000,401500000,3344090,47.0,51968,7,1,"DI Yogyakarta, 05-02-1970",53,Cerai mati,laki-laki
972,Paul Rodriguez,"Jl. Siliwangi No. 8
Balikpapan, Sulawesi Selatan 42279",+62-0717-951-8876,8348700230246417,23,datang ke tempat,42,168000000,219000000,2330098,77.0,42279,13,9,"Kalimantan Timur, 13-04-2000",23,Belum menikah,perempuan
973,Rodney Clarke,"Gg. Cikutra Timur No. 7
Ambon, JT 48302",+62 (044) 123 7246,7127345780081346,21,datang ke tempat,45,226000000,796500000,2368034,28.000000000000004,48302,14,13,"Jawa Timur, 21-01-1963",60,Belum menikah,perempuan
974,Joseph Reyes,"Jl. Tebet Barat Dalam No. 375
Bau-Bau, PA 81661",+62-91-383-5101,4214915235006561,24,datang ke tempat,41,328000000,346000000,2269628,95.0,81661,18,10,"Gorontalo, 06-03-1961",62,Menikah,perempuan
975,Michael Baker,"Gg. S. Parman No. 5
Pematangsiantar, JA 99299",+62-0340-158-4443,8945915743569688,28,datang ke tempat,56,304000000,899500000,2928435,34.0,99299,9,17,"DI Yogyakarta, 06-03-1987",36,Menikah,perempuan
976,Christopher Fox,"Jalan Ciwastra No. 36
Semarang, NB 80246",+62 (836) 636-9151,7971983435718633,19,datang ke tempat,47,128000000,157000000,2343851,82.0,80246,18,18,"Kepulauan Riau, 06-12-1974",49,Cerai hidup,laki-laki
977,Jay Cobb,"Jl. Pasirkoja No. 91
Kotamobagu, AC 01883",+62 (03) 386-5767,8073284760975258,22,datang ke tempat,50,922000000,977500000,2115962,94.0,1883,1,6,"Kepulauan Riau, 27-10-1977",46,Menikah,perempuan
978,Michael Chan,"Jl. Suniaraja No. 0
Sukabumi, Bali 55839",+62 (090) 088 0556,6129706586484337,27,datang ke tempat,46,176000000,236000000,2395047,75.0,55839,20,6,"Sulawesi Selatan, 09-10-1979",44,Cerai hidup,perempuan
979,Larry Ball,"Gang M.H Thamrin No. 634
Tegal, BT 38359",+62 (05) 735 0632,8426524156947867,29,datang ke tempat,40,884000000,1374500000,2249303,64.0,38359,13,20,"Aceh, 12-07-1983",40,Belum menikah,perempuan
980,Jason Bernard,"Gang Jamika No. 2
Bitung, JT 45989",+62 (0186) 923 4321,2967197204160172,27,datang ke tempat,59,722000000,775000000,3582769,93.0,45989,5,10,"Papua, 19-10-1998",25,Cerai hidup,perempuan
981,Maxwell Morgan,"Jl. R.E Martadinata No. 214
Jayapura, PA 58767",+62-93-093-6065,2667273732166636,18,datang ke tempat,47,578000000,1106500000,1899169,52.0,58767,9,20,"DKI Jakarta, 12-06-1984",39,Belum menikah,laki-laki
982,Justin White,"Gg. Kutai No. 16
Madiun, Papua Barat 86728",+62 (009) 038 0531,7820266510881557,19,datang ke tempat,47,340000000,1556500000,2436269,22.0,86728,19,15,"Jawa Timur, 22-10-1990",33,Cerai hidup,perempuan
983,Heather Cook,"Jl. Rumah Sakit No. 7
Cirebon, SN 80515",+62-0341-172-7755,8349948554732352,30,datang ke tempat,55,160000000,920000000,2770251,17.0,80515,1,16,"Kepulauan Bangka Belitung, 26-01-1998",25,Belum menikah,perempuan
984,Michael Luna,"Jl. Pacuan Kuda No. 418
Sibolga, JI 55760",+62 (0359) 569 2306,6058645764121213,29,datang ke tempat,49,700000000,957500000,2166146,73.0,55760,20,12,"Sulawesi Tengah, 17-07-1961",62,Belum menikah,perempuan
985,Donna Noble,"Jalan Otto Iskandardinata No. 807
Pariaman, Maluku 89637",+62 (018) 608-2112,3733740550335547,23,datang ke tempat,47,294000000,319000000,2687665,92.0,89637,1,1,"Jawa Timur, 05-08-1999",24,Cerai mati,laki-laki
