,debtor_name,debtor_nik,debtor_address,debtor_number,debtor_company,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,payment1,payment2,payment3,payment4,payment5,payment6,payment7,payment8,payment9,payment10,payment11,payment12,bil1_late1,bill_late2,bill_late3,bill_late4,bill_late5,bill_late6,bill_late7,bill_late8,bill_late9,bill_late10,bill_late11,bill_late12,arrears1,arrears2,arrears3,arrears4,arrears5,arrears6,arrears7,arrears8,arrears9,arrears10,arrears11,arrears12,aging,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status
4404,Bailey Hudson,4782774197944347,"Gg. KH Amin Jasuta No. 000
Blitar, Lampung 81323",+62-522-645-1206,PD Hobbs,perempuan,D3,Full-time,4,17500000.0,2023-01-15,13583333.333333334,6500000,6250000,74,6,Tidak tertagih,271,1,6500000,13583333.333333334,4000000,3000000,19000000,6500000,15500000,15000000,11500000,24500000,25500000,12000000,2500000,24000000,0,0,0,2,0,14,5,0,30,0,8,15,0,0,0,0,0,0,0,0,1,0,0,1,DPK,81323,4,14,"Jawa Timur, 14-08-1992",31,Pegawai Swasta,Cerai mati
4405,Christopher West,1961960084726557,"Jalan Astana Anyar No. 6
Kediri, PB 54687",+62-03-481-8177,CV Kennedy Brown Tbk,laki-laki,S1,Retired,4,13000000.0,2023-09-12,14833333.333333334,7000000,4100000,52,5,Tidak tertagih,346,1,6500000,14833333.333333334,17000000,15000000,11500000,14500000,11500000,15000000,12500000,18000000,17000000,18500000,10500000,17000000,0,20,0,0,8,5,0,16,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DPK,54687,3,16,"Kalimantan Utara, 04-11-1967",56,Pegawai Negeri,Cerai hidup
4406,Robert Smith,5891697093690987,"Gang H.J Maemunah No. 956
Tarakan, Aceh 49717",+62-984-196-7445,CV Miller Kramer,laki-laki,S2,Full-time,2,21000000.0,2023-07-06,15875000.0,18500000,15350000,88,5,Tertagih,405,1,5000000,15875000.0,24000000,5500000,14500000,17000000,9500000,27500000,23000000,26000000,9500000,16000000,3500000,14500000,0,20,13,21,0,30,0,0,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,DPK,49717,17,14,"Aceh, 06-11-1986",37,Pegawai Swasta,Menikah
4407,Jessica Wright,9329333280389910,"Jalan Stasiun Wonokromo No. 6
Salatiga, Nusa Tenggara Timur 81082",+62 (81) 723-2812,PD Kim Tbk,laki-laki,SMA,Contract,6,14700000.0,2023-05-28,14250000.0,5500000,5150000,58,6,Tertagih,393,1,8500000,14250000.0,15500000,19500000,13500000,12000000,18500000,14000000,10000000,15500000,12500000,17000000,12500000,10500000,0,6,6,28,12,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,DPK,81082,9,9,"Jawa Timur, 03-12-1973",50,Pegawai Swasta,Cerai mati
4408,Michelle Sherman,1151985490450162,"Gg. M.H Thamrin No. 9
Jayapura, KR 42920",+62 (0784) 365 9962,PD Howard Gonzalez (Persero) Tbk,perempuan,S2,Retired,3,13000000.0,2023-07-27,15333333.333333334,5500000,3150000,29,1,Tidak tertagih,387,1,4500000,15333333.333333334,19000000,15500000,10500000,18500000,14500000,13500000,10500000,16500000,12000000,16000000,19500000,18000000,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DPK,42920,17,2,"Kepulauan Bangka Belitung, 21-12-1978",45,Pegawai Swasta,Belum menikah
4409,Mrs. Samantha Copeland,3733319850159656,"Gang Moch. Ramdan No. 5
Padangpanjang, Bali 34914",+62-19-936-0036,CV Moore Weber,laki-laki,D3,Retired,4,15500000.0,2023-04-15,16791666.666666668,25500000,18250000,47,2,Tidak tertagih,236,1,6500000,16791666.666666668,21000000,25500000,16500000,14000000,27000000,12500000,17500000,12000000,17500000,23000000,11500000,3500000,0,0,30,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DPK,34914,18,12,"Jambi, 24-08-1968",55,Buruh,Menikah
4410,Victoria Miller,1653987600129656,"Gang Ciumbuleuit No. 952
Jayapura, PB 01942",+62 (276) 709-6303,Perum Harrison Campbell,perempuan,SMA,Contract,0,8700000.0,2023-07-18,14083333.333333334,6500000,5150000,37,3,Tidak tertagih,223,1,21000000,14083333.333333334,11000000,15500000,10500000,15500000,19500000,19000000,13000000,11500000,11000000,18000000,12000000,12500000,0,0,27,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DPK,01942,13,1,"Jawa Barat, 15-10-1975",48,Pegawai Swasta,Cerai hidup
4411,Barbara Gordon,1749486101153925,"Gg. KH Amin Jasuta No. 79
Tomohon, Kepulauan Bangka Belitung 24129",+62 (11) 491 8373,Perum Jordan,perempuan,D3,Full-time,4,17500000.0,2023-02-18,18291666.666666668,23500000,13050000,62,5,Tidak tertagih,114,1,3500000,18291666.666666668,22500000,23500000,28500000,5000000,23500000,21500000,2500000,3500000,20500000,24000000,29000000,15500000,0,10,0,3,0,3,0,17,0,0,0,29,0,0,0,0,0,0,0,1,0,0,0,1,DPK,24129,15,17,"Kalimantan Tengah, 26-06-1994",29,Pegawai Negeri,Cerai mati
4412,John Lamb,1056911398991776,"Gang Astana Anyar No. 27
Langsa, MU 10679",+62-996-388-7249,CV Walker,perempuan,S1,Retired,3,18000000.0,2023-09-17,16666666.666666666,16500000,8250000,27,2,Tertagih,618,1,8000000,16666666.666666666,23500000,19500000,19500000,11000000,15500000,19500000,24500000,23500000,2000000,10500000,15500000,15500000,0,25,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DPK,10679,5,4,"Banten, 02-08-1983",40,Pegawai Swasta,Cerai hidup
4413,Lindsay Hart,7607610498443234,"Jalan Rungkut Industri No. 28
Dumai, JT 43199",+62 (55) 905-0303,CV Rios Lang (Persero) Tbk,perempuan,D3,Full-time,4,17500000.0,2023-02-02,15250000.0,11000000,9100000,116,8,Tidak tertagih,135,2,7500000,30500000.0,24000000,9500000,20000000,15000000,3500000,27500000,16500000,7000000,27500000,21500000,9000000,2000000,12,8,0,14,18,0,0,19,17,2,0,26,0,0,0,0,1,0,0,1,2,0,0,1,Kurang lancar,43199,16,3,"DI Yogyakarta, 06-04-1973",50,Pegawai Swasta,Cerai hidup
4414,Don Pennington,1932424022683609,"Gang Ciwastra No. 29
Parepare, SB 35676",+62 (89) 260-6416,CV Hammond Sanders Tbk,perempuan,D3,Retired,4,21500000.0,2023-08-27,15333333.333333334,29500000,29450000,108,7,Tidak tertagih,228,1,8500000,15333333.333333334,19500000,10500000,29000000,27500000,12000000,27500000,2500000,7500000,8500000,20500000,3500000,15500000,0,15,9,27,0,3,19,0,0,6,29,0,0,1,0,1,0,0,1,0,0,0,1,0,Kurang lancar,35676,12,4,"Kalimantan Selatan, 07-11-1996",27,Pegawai Negeri,Cerai mati
4415,Shelly Campbell,6413001178903216,"Jl. Lembong No. 780
Subulussalam, JK 43578",+62 (799) 566 6451,PD Hansen,laki-laki,D3,Retired,4,11500000.0,2023-05-24,15166666.666666666,13000000,8900000,43,3,Tertagih,228,1,13500000,15166666.666666666,16500000,12500000,13000000,11500000,16000000,17500000,16000000,13000000,18000000,19500000,12500000,16000000,0,12,25,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DPK,43578,16,9,"Jambi, 09-06-1960",63,Pegawai Swasta,Cerai hidup
4416,Dr. Kelly Martin,9136744524607250,"Jalan Pacuan Kuda No. 9
Pagaralam, Sulawesi Selatan 37973",+62-649-163-2044,UD Carroll Ross,laki-laki,S1,Full-time,3,24000000.0,2023-04-06,17166666.666666668,2500000,2050000,95,7,Tidak tertagih,228,2,28500000,34333333.333333336,24000000,28500000,23500000,5000000,14500000,12500000,13500000,7500000,19000000,29000000,15500000,13500000,0,17,17,0,9,25,4,0,0,22,0,1,0,1,2,0,0,1,0,0,0,1,0,0,Kurang lancar,37973,5,12,"Aceh, 04-01-1976",47,Pegawai Negeri,Belum menikah
4417,Stanley Freeman,8825086251811331,"Jalan Pasteur No. 707
Tanjungpinang, Riau 35472",+62 (030) 770-6198,Perum Howard Tbk,laki-laki,S1,Full-time,3,24000000.0,2023-07-09,19083333.33333333,3000000,1600000,69,4,Tidak tertagih,283,2,10000000,38166666.66666666,16000000,13000000,27000000,20000000,25500000,14000000,19500000,5500000,9500000,22500000,29000000,27500000,0,0,15,0,22,25,0,7,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,DPK,35472,7,9,"Sulawesi Selatan, 08-02-1983",40,Pengusaha,Menikah
4418,Jessica Shannon,2086884884939076,"Jl. Otto Iskandardinata No. 5
Balikpapan, PA 12688",+62-21-611-5740,PD Gordon,laki-laki,S1,Full-time,2,26000000.0,2023-02-13,35916666.666666664,39000000,34900000,27,1,Tertagih,509,1,6500000,35916666.666666664,35500000,38500000,30500000,39500000,37000000,34000000,37500000,35500000,31500000,39500000,38000000,34000000,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DPK,12688,10,20,"DKI Jakarta, 06-08-1986",37,Buruh,Cerai mati
4419,Mary Sullivan,1646890388830752,"Gg. Bangka Raya No. 009
Lhokseumawe, SU 15212",+62 (82) 661 0848,PT Welch (Persero) Tbk,laki-laki,SMP,Not-employed,7,2600000.0,2023-01-28,3416666.6666666665,38000000,28500000,119,11,Tidak tertagih,12,3,12000000,10250000.0,4000000,2500000,2500000,500000,7000000,6000000,3500000,1000000,3000000,4000000,6000000,1000000,4,17,8,17,22,19,10,2,6,0,9,5,0,1,0,1,2,3,0,0,0,0,0,0,Kurang lancar,15212,10,5,"Kalimantan Timur, 07-06-1987",36,Pegawai Swasta,Belum menikah
4420,Mary Morgan,1829515602125494,"Gang Laswi No. 6
Parepare, Aceh 15762",+62 (45) 664 8161,UD Stewart Tbk,perempuan,D2,Full-time,4,25500000.0,2023-09-01,32625000.0,37000000,29500000,126,8,Tidak tertagih,369,2,7000000,65250000.0,30000000,37500000,31500000,32500000,30000000,34000000,33000000,33500000,35500000,33000000,30000000,31000000,15,0,30,0,0,8,5,26,0,5,19,18,1,0,1,0,0,0,0,1,0,0,1,2,Diragukan,15762,2,9,"Gorontalo, 26-04-1984",39,Profesional,Menikah
4421,Kyle Pennington,5400788444938764,"Gang Moch. Ramdan No. 9
Banda Aceh, Kepulauan Riau 16437",+62 (0946) 697-6522,PD Nichols,laki-laki,S2,Retired,2,17000000.0,2023-03-09,14500000.0,24500000,15950000,84,7,Tidak tertagih,261,2,6500000,29000000.0,18500000,7500000,21000000,9000000,11000000,29000000,2000000,4500000,11000000,25500000,28500000,6500000,13,0,0,15,24,0,1,4,0,0,18,9,0,0,0,1,2,0,0,0,0,0,1,0,DPK,16437,17,1,"Kepulauan Bangka Belitung, 04-07-1980",43,Pengusaha,Belum menikah
4422,James Ryan,2308941531030082,"Jl. Erlangga No. 326
Magelang, LA 89438",+62 (92) 959-8950,CV Heath Walker,laki-laki,D1,Retired,4,10500000.0,2023-03-10,13750000.0,15000000,10700000,4,1,Tertagih,203,0,4500000,0.0,15000000,13500000,12500000,17500000,12000000,15000000,13000000,10000000,17000000,10000000,11000000,18500000,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,89438,12,15,"Nusa Tenggara Barat, 20-07-1991",32,Pengusaha,Menikah
4423,Daniel Page,1693865995254002,"Jl. Antapani Lama No. 0
Tanjungbalai, Kepulauan Bangka Belitung 79929",+62-98-660-5419,Perum Coleman (Persero) Tbk,perempuan,D2,Retired,5,15500000.0,2023-04-07,14583333.333333334,4000000,3900000,88,5,Tidak tertagih,280,3,13000000,43750000.0,23500000,3500000,8000000,23000000,8000000,16500000,9000000,28000000,19000000,4500000,13000000,19000000,0,0,26,17,24,0,0,0,1,0,20,0,0,0,1,2,3,0,0,0,0,0,1,0,DPK,79929,15,17,"Banten, 25-03-1963",60,Buruh,Menikah
4424,David Knight,2994388895888226,"Gg. W.R. Supratman No. 6
Lhokseumawe, Sulawesi Barat 46737",+62 (008) 229 9868,CV Gonzalez Russell (Persero) Tbk,perempuan,D3,Retired,5,10500000.0,2023-01-12,15833333.333333334,18500000,17850000,31,3,Tertagih,215,1,11500000,15833333.333333334,19500000,18000000,14500000,11000000,15500000,17000000,15000000,18500000,17000000,12500000,15500000,16000000,0,0,0,0,0,0,0,0,0,23,4,4,0,0,0,0,0,0,0,0,0,1,0,0,DPK,46737,16,20,"Bengkulu, 29-11-1997",26,Buruh,Cerai mati
4425,Robert Bray,7889870884957833,"Jl. Cihampelas No. 612
Bengkulu, SB 29832",+62 (39) 443-0263,UD Schneider,perempuan,D1,Retired,3,10500000.0,2023-01-11,14708333.333333334,6500000,4650000,64,5,Tidak tertagih,341,2,7500000,29416666.666666668,14000000,10000000,11500000,15500000,15500000,17500000,12500000,17500000,17500000,19500000,11000000,14500000,2,0,0,0,2,0,0,25,27,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,DPK,29832,9,20,"Maluku, 04-01-1992",31,Profesional,Menikah
4426,Nancy Cummings,5481134735974299,"Gang Monginsidi No. 383
Pematangsiantar, Nusa Tenggara Barat 81264",+62 (017) 850 6796,PD Davis King (Persero) Tbk,laki-laki,S1,Full-time,2,21000000.0,2023-08-01,12458333.333333334,17500000,15950000,44,5,Tertagih,434,1,4000000,12458333.333333334,22500000,18500000,21500000,22000000,6000000,18000000,13000000,2000000,5500000,2000000,8500000,10000000,0,0,0,0,0,0,4,5,2,14,0,19,0,0,0,0,0,0,0,0,0,0,0,1,DPK,81264,8,9,"Sumatera Barat, 24-01-1962",61,Pegawai Swasta,Cerai mati
4427,Jim Huff,6740312264908814,"Gang Abdul Muis No. 048
Dumai, NB 86667",+62-003-164-2785,PT Williams,perempuan,D1,Contract,0,10500000.0,2023-09-16,15333333.333333334,18000000,12900000,139,7,Tidak tertagih,416,3,7500000,46000000.0,11500000,10500000,18500000,11000000,16000000,11500000,14000000,14500000,19500000,19500000,19500000,18000000,23,26,30,0,8,29,0,0,0,0,16,7,1,2,3,0,0,1,0,0,0,0,1,0,Diragukan,86667,6,3,"Gorontalo, 31-01-1966",57,Pegawai Swasta,Menikah
4428,Matthew Mclaughlin,5398315876590007,"Gang Cikapayang No. 7
Parepare, Sulawesi Utara 64673",+62 (065) 685 5594,PT Dunn Bullock Tbk,laki-laki,SMP,Not-employed,0,200000.0,2023-07-19,5166666.666666667,23500000,19850000,131,8,Tidak tertagih,15,1,6500000,5166666.666666667,7000000,4000000,500000,2000000,7000000,9500000,8000000,5000000,5000000,6000000,7500000,500000,10,29,0,29,4,21,0,0,3,0,29,6,0,1,0,1,0,1,0,0,0,0,1,0,Diragukan,64673,5,18,"Sulawesi Selatan, 27-06-1992",31,Profesional,Cerai mati
4429,Jill Salinas,2005621346829933,"Jalan Yos Sudarso No. 2
Meulaboh, BB 01614",+62 (0844) 827-0475,PD Hughes,perempuan,S1,Full-time,4,24000000.0,2023-01-14,14875000.0,1000000,800000,2,1,Tertagih,479,0,14000000,0.0,12000000,6500000,21500000,6500000,25500000,5000000,13500000,11000000,13000000,20500000,17000000,26500000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,01614,14,12,"Sumatera Barat, 14-05-1970",53,Profesional,Belum menikah
4430,Christopher Brown,9556509295531473,"Gg. R.E Martadinata No. 9
Sungai Penuh, SR 68228",+62-0444-640-2374,Perum Myers Gibson,perempuan,D1,Full-time,5,17500000.0,2023-08-26,17208333.333333332,19500000,15150000,75,6,Tidak tertagih,124,1,5500000,17208333.333333332,28000000,19000000,23500000,28000000,8500000,6000000,6500000,21500000,20500000,12500000,13000000,19500000,0,22,0,1,0,16,1,0,0,8,0,27,0,1,0,0,0,1,0,0,0,0,0,1,DPK,68228,3,15,"Nusa Tenggara Timur, 26-10-1970",53,Buruh,Belum menikah
4431,Jessica Bentley,4099697333847374,"Jl. M.H Thamrin No. 661
Parepare, Sulawesi Tengah 49467",+62 (33) 614-0486,UD Brown,laki-laki,D2,Full-time,3,17500000.0,2023-02-28,13083333.333333334,25500000,14150000,20,1,Tertagih,619,1,9000000,13083333.333333334,2500000,5500000,10000000,9000000,9000000,22500000,2500000,25000000,16500000,26000000,12500000,16000000,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DPK,49467,2,18,"Aceh, 02-10-1999",24,Pengusaha,Cerai hidup
4432,Tony Schaefer,6257059440061688,"Jalan Lembong No. 169
Blitar, Kalimantan Timur 05336",+62 (840) 594-3486,CV Webster Miller,perempuan,D1,Contract,3,5500000.0,2023-06-07,15333333.333333334,6000000,4700000,132,8,Tidak tertagih,497,4,10000000,61333333.333333336,13500000,19500000,10500000,11000000,15000000,18500000,19500000,17500000,14500000,16500000,11500000,16500000,0,0,16,18,24,21,11,1,17,0,24,0,0,0,1,2,3,4,0,0,1,0,1,0,Diragukan,05336,8,18,"Papua Barat, 11-06-1973",50,Pengusaha,Cerai mati
4433,Danny Wagner,9106978270760273,"Jl. Cempaka No. 592
Bogor, Lampung 72433",+62-0051-718-0138,PD Phelps (Persero) Tbk,perempuan,SMA,Contract,2,10700000.0,2023-06-15,15916666.666666666,13500000,11450000,63,3,Tidak tertagih,410,2,7500000,31833333.33333333,19500000,13000000,19000000,12000000,13500000,18500000,16000000,13000000,15500000,18000000,15000000,18000000,0,28,21,0,0,0,14,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,DPK,72433,4,8,"Sulawesi Tenggara, 03-02-1997",26,Pegawai Swasta,Cerai hidup
4434,Gene Coleman,9565503893387523,"Jl. Cikutra Barat No. 1
Banjar, JA 16185",+62 (005) 958-3680,PT Jackson (Persero) Tbk,perempuan,S1,Retired,4,21000000.0,2023-02-06,17041666.666666668,10500000,5450000,95,6,Tidak tertagih,222,1,6500000,17041666.666666668,2000000,21000000,7000000,26500000,10000000,23500000,25500000,4000000,25500000,16000000,28500000,15000000,0,0,0,4,0,25,0,16,0,13,25,12,0,0,0,0,0,1,0,1,0,0,1,0,Kurang lancar,16185,14,9,"Nusa Tenggara Timur, 23-06-1992",31,Profesional,Belum menikah
4435,Susan Gray,5009550100586910,"Gg. Sentot Alibasa No. 4
Salatiga, SR 24542",+62 (0336) 594-6475,Perum Lowe,perempuan,S2,Retired,4,13000000.0,2023-06-23,15833333.333333334,15500000,12750000,90,7,Tidak tertagih,487,1,17000000,15833333.333333334,15500000,19500000,10000000,16000000,19500000,19500000,15500000,10000000,18500000,11500000,19500000,15000000,30,3,11,4,0,0,0,3,17,0,22,0,1,0,0,0,0,0,0,0,1,0,1,0,DPK,24542,20,14,"Kalimantan Tengah, 16-09-1985",38,Buruh,Menikah
4436,Teresa Kelly,9825106148648299,"Jl. Dipenogoro No. 3
Meulaboh, LA 77592",+62 (851) 869 1286,PT Thompson Smith Tbk,perempuan,D1,Contract,3,21500000.0,2023-07-20,16416666.666666666,17500000,16950000,37,5,Tertagih,669,1,7000000,16416666.666666666,19500000,18500000,25500000,8500000,13500000,28000000,24000000,17000000,16500000,2000000,8500000,15500000,3,7,0,20,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,DPK,77592,20,8,"Sulawesi Selatan, 18-10-1985",38,Buruh,Cerai mati
4437,Shawn Odonnell,8148943265276896,"Jl. KH Amin Jasuta No. 803
Cimahi, Lampung 79028",+62 (071) 673-0909,CV Armstrong,perempuan,S1,Retired,4,13000000.0,2023-03-21,15833333.333333334,19000000,15000000,152,11,Tidak tertagih,431,3,9000000,47500000.0,13000000,15500000,13000000,18500000,14000000,12000000,15000000,18500000,15500000,19500000,19000000,16500000,24,14,2,1,19,15,23,10,0,28,4,12,1,0,0,0,1,2,3,0,0,1,0,0,Diragukan,79028,7,19,"Sulawesi Selatan, 31-05-1975",48,Pegawai Negeri,Menikah
4438,Megan Manning,4298541083678891,"Jalan Pasteur No. 766
Pekalongan, Kalimantan Utara 36370",+62 (082) 516-8094,PD Hill Tbk,laki-laki,S1,Self-employed,2,26000000.0,2023-02-13,33916666.666666664,35500000,32350000,141,8,Tidak tertagih,253,3,8000000,101750000.0,30000000,34500000,30000000,30500000,34500000,34500000,37000000,34000000,38000000,38000000,36000000,30000000,2,27,18,29,0,0,24,20,0,12,9,0,0,1,2,3,0,0,1,2,0,0,0,0,Diragukan,36370,3,15,"Papua Barat, 14-10-1992",31,Buruh,Cerai hidup
4439,Rebecca Reed,9419371835317416,"Gg. Kiaracondong No. 33
Mojokerto, Sulawesi Tenggara 38481",+62 (080) 905 3331,PT Brooks Tbk,perempuan,S1,Retired,3,18000000.0,2023-02-11,19666666.666666668,10000000,6000000,0,0,Tertagih,494,0,5000000,0.0,28500000,14500000,15500000,14500000,11500000,24500000,29500000,29500000,28500000,3000000,18000000,18500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,38481,9,8,"Kalimantan Timur, 29-06-2000",23,Pegawai Negeri,Menikah
4440,Stephanie Morales,1872420206346983,"Gang Gedebage Selatan No. 42
Surabaya, SG 84576",+62 (099) 224-2466,PT Cannon Tbk,laki-laki,SMA,Not-employed,6,4700000.0,2023-02-21,4541666.666666667,10000000,9800000,58,6,Tidak tertagih,56,1,4000000,4541666.666666667,6500000,9000000,8500000,1500000,6000000,500000,1500000,3000000,5000000,7500000,3500000,2000000,8,22,10,3,0,0,0,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,DPK,84576,11,4,"Riau, 19-10-1982",41,Buruh,Belum menikah
4441,William Nguyen,9029427689425386,"Jalan Moch. Toha No. 2
Sawahlunto, Nusa Tenggara Barat 44396",+62 (0173) 301 4971,PT Garza,laki-laki,D3,Retired,3,10500000.0,2023-06-03,15000000.0,17500000,16650000,31,2,Tertagih,362,1,13500000,15000000.0,15000000,12500000,16000000,17500000,11500000,19000000,18000000,12500000,14000000,10000000,14500000,19500000,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DPK,44396,1,12,"Bali, 12-09-1989",34,Pegawai Negeri,Belum menikah
4442,Brandon Hamilton,5465287364687638,"Gang Pelajar Pejuang No. 142
Madiun, DI Yogyakarta 03748",+62-96-664-2839,CV Hogan Mcbride Tbk,perempuan,SMA,Contract,5,13700000.0,2023-05-05,14708333.333333334,15000000,14600000,0,0,Tidak tertagih,373,0,9000000,0.0,13500000,14000000,10500000,15000000,18500000,17000000,16500000,13000000,14500000,13500000,12500000,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,03748,11,4,"DKI Jakarta, 10-12-1972",51,Pegawai Negeri,Cerai hidup
4443,Terry Clark,2065305155575333,"Jalan Abdul Muis No. 55
Medan, Kepulauan Riau 50005",+62 (0126) 671 5328,PD Coleman Potter Tbk,perempuan,D3,Retired,3,10500000.0,2023-05-01,15625000.0,15000000,14100000,82,5,Tidak tertagih,302,1,11500000,15625000.0,10500000,10500000,19500000,14000000,15500000,17000000,17000000,19500000,17500000,18000000,17000000,11500000,0,13,0,0,23,0,0,0,16,7,0,23,0,0,0,0,1,0,0,0,1,0,0,1,DPK,50005,20,15,"Kalimantan Barat, 11-01-1980",43,Pegawai Negeri,Belum menikah
4444,John Franco,3768584885033201,"Jalan Wonoayu No. 02
Jambi, NB 59299",+62 (0824) 530-3219,Perum Owen,perempuan,SD,Not-employed,1,2600000.0,2023-09-12,6125000.0,28000000,25000000,115,8,Tidak tertagih,74,1,7000000,6125000.0,8000000,7500000,3000000,3500000,1000000,4500000,9000000,5000000,7500000,7000000,8500000,9000000,15,0,27,12,24,0,11,14,11,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Kurang lancar,59299,17,13,"Jawa Tengah, 08-05-1962",61,Buruh,Menikah
4445,Amanda Wagner,9360659719684041,"Jalan Pasteur No. 596
Gorontalo, SU 03231",+62 (76) 211-3451,Perum Martinez Allen (Persero) Tbk,perempuan,S1,Retired,4,13000000.0,2023-07-08,13208333.333333334,8500000,5850000,129,8,Tidak tertagih,425,2,6000000,26416666.666666668,10000000,12500000,10000000,13500000,14000000,13500000,12000000,14500000,14500000,15000000,16000000,13000000,29,0,19,30,7,0,6,14,0,22,2,0,1,0,1,2,0,0,0,0,0,1,0,0,Diragukan,03231,2,15,"Kalimantan Barat, 24-02-1977",46,Buruh,Cerai hidup
4446,Lindsay Tran,3173149673262565,"Jl. Cihampelas No. 72
Parepare, KI 09039",+62 (062) 670-2373,PT Garcia Tbk,laki-laki,D2,Retired,4,15500000.0,2023-06-25,17291666.666666668,23500000,12050000,87,5,Tidak tertagih,198,2,4000000,34583333.333333336,19500000,9500000,25000000,5000000,25000000,18000000,24000000,3500000,29500000,22000000,21000000,5500000,8,0,22,0,18,0,0,0,0,18,21,0,0,0,1,0,1,0,0,0,0,1,2,0,DPK,09039,7,15,"Sulawesi Barat, 06-04-1988",35,Buruh,Cerai mati
4447,Jeffrey Jones,7351439953913526,"Gg. Tebet Barat Dalam No. 01
Pekalongan, PB 12502",+62 (0120) 081 7554,Perum Smith,laki-laki,S1,Full-time,2,27000000.0,2023-03-30,34875000.0,39500000,32350000,47,4,Tertagih,413,1,7000000,34875000.0,38000000,37500000,38000000,34000000,39500000,33000000,36500000,32000000,31500000,30000000,33000000,35500000,0,6,0,0,0,0,8,30,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,DPK,12502,1,12,"Aceh, 13-04-1985",38,Pengusaha,Cerai hidup
4448,George Cox,3532660393459831,"Jl. Ahmad Yani No. 8
Pagaralam, SU 26833",+62 (0976) 241 9959,PT Evans (Persero) Tbk,laki-laki,S3,Retired,3,18000000.0,2023-06-29,11375000.0,21500000,16950000,28,2,Tertagih,481,1,9500000,11375000.0,18500000,11500000,11000000,16000000,5000000,11500000,4000000,3000000,28000000,5500000,11000000,11500000,0,0,0,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,DPK,26833,10,10,"Kepulauan Bangka Belitung, 08-07-1988",35,Pengusaha,Belum menikah
4449,Carla Stephens,3396519364571520,"Gg. BKR No. 154
Banda Aceh, Kepulauan Bangka Belitung 02960",+62-0603-579-2301,UD Cole Arnold Tbk,perempuan,SMA,Contract,1,9700000.0,2023-02-22,15791666.666666666,9000000,5000000,90,4,Tertagih,340,3,6500000,47375000.0,14500000,14000000,19500000,13500000,16500000,19000000,18500000,10500000,11500000,16000000,17500000,18500000,0,0,0,0,28,21,28,0,13,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,DPK,02960,3,15,"Kalimantan Utara, 19-05-2000",23,Pegawai Swasta,Belum menikah
4450,Mark Young,4418397591082440,"Gg. Bangka Raya No. 07
Semarang, Jawa Timur 21770",+62 (195) 872 2844,Perum Jackson Zavala (Persero) Tbk,laki-laki,S1,Retired,2,18000000.0,2023-03-11,14125000.0,3500000,2250000,36,2,Tertagih,596,1,4500000,14125000.0,5500000,3000000,28000000,10500000,13000000,19000000,11000000,28000000,13000000,10500000,17500000,10500000,0,13,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,DPK,21770,6,16,"Bali, 16-12-1960",63,Pegawai Negeri,Cerai hidup
